memnuniyet_seviyesi;performans_olcumu;proje_sayisi;aylik_calisma_suresi;tecrube
78;55;3;143;3
78;55;3;143;3
42;47;2;137;3
44;51;2;134;3
44;51;2;134;3
44;51;2;134;3
76;76;4;149;3
64;53;4;133;3
93;81;3;212;3
77;88;2;169;3
38;47;2;140;3
88;86;4;224;3
82;79;3;160;3
82;79;3;160;3
53;88;3;157;3
63;98;4;228;3
73;49;3;248;3
57;99;3;222;3
57;99;3;222;3
59;41;4;139;3
67;67;4;226;2
78;66;4;214;2
41;54;2;135;3
68;69;4;225;2
37;47;2;141;3
37;47;2;141;3
37;47;2;141;3
69;94;4;239;3
86;84;3;177;3
86;84;3;177;3
38;51;2;138;3
89;52;3;164;3
44;63;3;162;2
43;48;2;136;3
37;61;3;186;2
62;73;3;138;3
62;79;4;216;2
72;79;3;149;3
94;53;4;183;3
96;62;5;185;3
78;69;5;256;3
66;77;2;171;2
92;56;4;170;3
55;75;4;166;2
87;74;4;190;4
71;98;5;213;3
53;54;4;257;3
93;53;3;217;3
81;66;3;181;2
69;75;4;261;3
51;99;4;211;3
82;63;4;199;2
45;46;3;179;2
55;69;3;225;2
21;65;5;223;3
47;41;2;140;3
56;66;5;155;2
93;59;5;172;3
73;59;3;219;2
86;69;5;157;3
41;47;2;138;3
41;47;2;138;3
41;47;2;138;3
75;86;3;249;3
57;97;4;224;4
74;78;4;203;2
71;89;3;244;4
89;57;2;235;3
67;49;5;161;2
64;91;3;165;3
64;91;3;165;3
75;77;4;204;2
81;53;3;148;3
44;61;3;147;4
37;56;2;138;3
43;55;4;134;3
82;92;4;196;3
79;69;4;209;2
62;49;3;158;2
75;49;4;246;3
75;49;4;246;3
65;94;4;174;3
69;68;3;138;3
63;79;5;215;2
24;54;4;226;4
56;56;2;153;2
51;52;3;132;3
31;51;2;146;3
31;51;2;146;3
34;92;3;206;3
51;69;3;135;3
65;82;4;196;2
82;89;5;182;3
43;47;2;137;3
43;47;2;137;3
45;47;2;136;3
49;94;4;175;3
49;94;4;175;3
84;55;3;242;3
55;78;4;261;3
55;78;4;261;3
63;67;5;263;3
55;97;4;222;4
79;57;3;250;3
78;53;4;177;2
71;76;3;175;2
58;67;3;156;2
41;52;2;136;3
41;52;2;136;3
41;52;2;136;3
66;99;4;209;3
72;94;4;235;3
87;82;6;176;3
77;83;3;160;3
95;74;4;216;3
54;42;3;138;3
58;84;3;258;4
88;72;3;193;4
79;61;4;173;2
79;61;4;173;2
55;88;4;252;3
68;76;3;260;4
68;76;3;260;4
67;54;5;157;2
67;44;4;194;2
88;55;4;205;4
42;54;2;135;3
79;55;4;145;3
75;76;4;254;4
78;74;6;251;4
38;53;2;138;3
61;75;3;140;3
61;75;3;140;3
49;57;4;146;4
63;49;3;252;3
96;72;3;197;3
57;85;4;152;3
38;63;2;182;2
64;95;4;199;4
93;52;3;181;3
54;43;3;192;2
61;77;4;142;3
74;76;5;255;4
82;92;5;198;3
49;51;4;133;3
53;69;4;135;3
86;61;4;181;4
59;57;3;147;4
77;65;2;162;4
28;45;6;218;4
28;45;6;218;4
28;45;6;218;4
94;78;4;211;3
71;53;5;162;2
76;94;3;189;3
76;94;3;189;3
57;95;4;176;3
53;96;3;181;3
86;71;5;235;4
42;51;2;136;3
42;51;2;136;3
42;51;2;136;3
56;62;3;154;2
75;56;2;212;2
86;63;4;244;3
51;92;3;243;3
76;52;3;248;3
64;78;4;159;4
84;91;4;207;3
74;96;4;197;3
34;63;5;248;3
84;91;5;208;3
44;51;2;135;3
44;56;2;134;3
41;69;2;152;4
57;62;3;154;2
58;43;3;194;2
82;66;4;150;3
65;56;3;221;2
96;71;4;210;3
87;81;5;236;3
53;84;3;151;3
76;76;3;197;2
77;55;2;172;2
95;65;5;182;3
59;74;5;165;2
95;67;3;183;3
64;66;5;157;2
64;66;5;157;2
63;93;6;171;3
54;78;4;176;2
56;48;3;134;3
48;78;2;198;2
48;78;2;198;2
48;78;2;198;2
45;48;2;136;3
45;48;2;136;3
45;48;2;136;3
61;52;5;255;3
84;62;4;152;3
38;49;2;140;3
31;53;2;146;3
96;67;6;190;3
58;48;5;251;3
48;68;4;163;2
81;59;4;187;2
89;86;3;208;3
72;95;4;230;3
37;51;2;140;3
85;49;4;159;3
84;74;3;182;4
84;74;3;182;4
84;74;3;182;4
62;51;5;134;3
66;61;3;260;3
92;51;5;214;3
74;46;6;145;3
49;48;4;249;3
85;55;3;226;4
85;63;4;154;3
95;66;4;183;3
41;51;2;137;3
45;71;2;172;2
57;78;4;143;3
63;66;4;157;2
67;64;4;136;3
91;66;3;168;3
44;46;2;138;3
85;86;3;231;3
93;66;4;228;3
62;52;6;253;4
73;49;4;200;2
71;97;3;219;3
74;54;4;167;2
95;74;3;212;3
57;58;3;132;3
41;57;2;136;3
41;57;2;136;3
41;57;2;136;3
95;65;3;183;3
95;75;4;203;3
49;61;5;133;3
36;56;2;140;3
72;72;3;217;2
74;75;4;257;3
44;42;4;159;4
75;82;4;252;3
73;78;5;150;3
76;84;5;249;3
81;78;4;159;3
43;51;2;136;3
43;51;2;136;3
43;51;2;136;3
55;55;4;257;3
61;71;3;152;4
69;63;3;137;3
45;57;2;134;3
45;57;2;134;3
45;57;2;134;3
45;57;2;134;3
45;57;2;134;3
45;57;2;134;3
63;76;2;157;4
37;52;2;140;3
46;45;2;138;3
46;45;2;138;3
81;65;3;195;2
55;66;3;134;3
43;57;2;135;3
43;57;2;135;3
43;57;2;135;3
58;97;3;186;3
53;46;2;167;2
84;78;5;164;3
57;96;5;203;4
49;95;4;181;3
93;76;5;187;3
72;88;2;247;3
66;82;4;257;3
53;59;4;259;3
53;59;4;259;3
49;76;3;208;2
78;78;3;252;3
57;99;3;205;3
94;77;5;210;3
32;37;3;167;3
31;87;4;184;3
31;87;4;184;3
64;91;5;246;3
83;87;5;233;3
91;49;2;180;3
79;56;4;248;3
23;75;6;220;3
72;96;5;223;3
91;81;3;220;3
43;56;6;149;4
82;69;3;250;3
82;69;3;250;3
76;55;4;250;3
59;81;4;200;2
94;77;3;201;3
74;48;5;144;3
52;95;5;234;3
44;54;2;135;3
37;53;2;140;3
41;48;2;139;3
41;48;2;139;3
41;48;2;139;3
43;52;2;136;3
88;81;4;179;3
88;81;4;179;3
63;93;4;238;4
71;59;4;138;3
29;57;5;149;3
49;75;4;259;3
39;51;2;139;3
66;58;3;157;2
66;58;3;157;2
92;77;4;185;3
38;74;3;159;4
95;58;4;188;3
42;47;2;139;3
58;73;3;165;2
63;91;4;246;3
66;57;4;220;2
65;82;4;257;3
58;48;3;135;3
58;48;3;135;3
61;69;4;160;2
77;93;3;227;3
88;58;5;213;4
73;45;5;232;4
89;73;3;169;3
66;84;3;170;4
23;64;3;228;4
51;58;2;218;2
44;55;2;135;3
44;55;2;135;3
44;55;2;135;3
43;45;2;140;3
52;78;4;206;2
63;76;4;217;2
73;52;4;141;3
92;66;3;230;3
82;82;5;193;4
53;97;3;189;3
74;66;3;257;3
76;77;3;254;3
96;61;4;199;3
94;58;4;216;3
78;65;3;176;2
92;56;3;174;3
67;87;3;177;4
43;53;2;136;3
59;82;3;149;3
44;69;2;173;2
96;68;3;206;3
96;68;3;206;3
83;83;4;224;4
56;52;4;158;2
67;55;3;217;2
48;84;4;252;3
77;64;3;254;3
48;94;4;231;4
69;94;4;235;3
54;53;4;158;2
54;53;4;158;2
83;61;5;246;3
37;55;2;140;3
57;66;4;158;2
54;45;4;137;3
57;53;5;216;2
88;85;3;220;3
88;85;3;220;3
59;79;4;209;2
54;98;3;197;3
76;49;5;243;3
39;48;2;141;3
39;48;2;141;3
39;48;2;141;3
55;64;6;148;4
36;55;2;141;3
36;55;2;141;3
36;55;2;141;3
45;54;2;135;3
45;54;2;135;3
45;54;2;135;3
81;68;3;151;3
55;93;4;239;4
81;53;4;242;3
66;61;5;259;3
56;98;3;220;3
65;84;3;154;3
69;93;3;228;4
64;97;2;226;3
26;47;6;182;4
78;65;4;207;2
43;72;3;258;4
59;53;4;216;2
53;43;2;139;3
37;52;2;141;3
85;84;5;179;3
62;79;3;259;3
62;79;3;259;3
43;55;2;136;3
43;55;2;136;3
43;55;2;136;3
56;75;4;141;3
59;45;2;171;2
59;57;2;156;2
86;56;5;237;3
54;98;3;217;3
79;55;3;147;3
52;49;4;249;4
53;87;5;158;3
85;85;3;182;3
39;47;2;142;3
82;81;4;233;4
82;81;4;233;4
82;81;4;233;4
45;55;4;206;2
45;55;4;206;2
51;75;4;175;2
43;56;2;136;3
66;84;4;253;4
72;87;4;184;4
91;55;3;223;3
55;55;5;256;3
69;74;3;215;2
89;63;4;164;3
63;93;3;236;4
71;92;3;202;4
38;53;2;140;3
38;47;2;143;3
63;51;4;153;4
42;91;2;176;3
84;53;3;237;3
69;76;4;257;4
63;77;3;176;2
74;75;4;149;3
56;58;4;258;3
64;74;4;157;4
49;62;4;161;2
49;62;4;161;2
66;95;4;183;3
43;71;3;186;2
43;71;3;186;2
67;97;4;196;3
67;97;4;196;3
38;46;2;144;3
52;69;4;164;2
61;87;5;174;4
66;49;3;206;2
83;57;3;232;4
86;51;3;230;3
38;51;2;141;3
59;98;4;198;3
93;52;4;200;3
56;76;3;213;2
58;98;5;218;3
76;61;4;172;2
92;78;3;218;3
45;45;2;140;3
23;74;5;219;4
42;49;2;139;3
42;49;2;139;3
44;55;2;136;3
73;74;3;254;4
63;94;3;237;3
89;77;5;232;3
89;77;5;232;3
83;87;3;230;3
42;56;2;137;3
42;46;2;141;3
42;46;2;141;3
36;51;2;143;3
77;67;5;207;2
75;81;2;247;4
73;53;3;205;2
68;53;3;156;4
67;72;4;218;2
78;82;5;247;3
61;59;3;157;2
84;73;5;245;3
45;48;2;138;3
77;79;3;157;3
76;73;3;192;2
76;71;3;205;2
62;75;4;216;2
87;55;3;233;3
72;62;4;256;3
41;54;2;138;3
79;59;4;187;2
79;59;4;187;2
72;73;5;211;2
67;55;3;137;3
55;91;3;243;4
55;64;4;260;3
38;57;2;140;3
38;57;2;140;3
38;57;2;140;3
38;57;2;140;3
38;57;2;140;3
38;57;2;140;3
56;41;6;142;3
89;81;3;186;3
36;48;2;145;3
94;66;5;219;3
88;61;3;236;3
49;48;4;247;3
91;52;3;178;3
68;58;3;217;2
72;76;4;189;2
94;71;4;189;3
63;85;2;156;3
44;52;2;137;3
44;52;2;137;3
44;52;2;137;3
44;52;2;137;3
42;48;2;140;3
42;48;2;140;3
56;64;3;260;3
36;57;2;142;3
36;57;2;142;3
36;57;2;142;3
36;52;2;143;3
36;52;2;143;3
74;51;4;246;3
88;66;4;218;4
69;56;2;214;2
63;98;4;210;3
57;39;2;145;3
72;84;4;250;3
71;61;2;216;2
86;73;3;241;3
73;72;5;178;2
92;78;3;194;3
84;76;5;243;3
52;62;3;160;2
56;89;3;163;3
91;58;3;172;3
23;51;6;194;4
45;51;2;137;3
55;45;3;179;2
55;45;3;179;2
38;47;2;144;3
38;47;2;144;3
38;47;2;144;3
95;66;5;192;3
95;66;5;192;3
75;41;5;196;4
56;79;4;197;2
56;68;4;220;2
78;63;4;181;2
78;63;3;202;2
87;48;5;170;3
87;48;5;170;3
83;78;3;165;3
78;93;3;200;3
52;58;4;134;3
61;95;5;233;3
74;63;4;170;2
79;54;4;244;3
64;61;4;136;3
48;51;3;136;3
48;51;3;136;3
48;71;2;140;3
45;57;2;136;3
67;76;2;210;2
38;46;2;145;3
38;46;2;145;3
38;46;2;145;3
56;98;4;207;3
65;79;4;196;2
74;51;4;185;2
41;48;2;141;3
71;96;3;201;3
63;76;3;176;2
93;53;3;200;3
65;55;5;215;2
69;75;3;179;2
53;95;6;205;4
39;49;2;142;3
39;49;2;142;3
77;84;3;188;4
65;78;4;205;2
48;51;3;201;2
94;73;3;196;3
94;73;3;196;3
93;76;3;212;3
93;53;5;198;3
84;88;3;194;3
68;75;4;258;3
68;75;4;258;3
64;73;3;142;3
89;66;4;235;3
57;45;3;189;2
65;63;3;137;3
54;76;3;157;4
36;49;2;145;3
36;49;2;145;3
77;61;4;178;2
71;76;3;201;2
66;57;3;161;2
36;51;2;144;3
77;56;3;167;4
66;91;3;191;4
66;91;3;191;4
64;55;4;215;2
64;55;4;215;2
78;63;5;200;2
82;75;5;160;3
59;53;4;213;2
65;97;3;198;3
78;77;2;177;4
61;73;5;156;4
61;73;5;156;4
44;68;3;140;3
67;95;3;229;3
44;51;2;138;3
44;51;2;138;3
44;51;2;138;3
52;53;2;163;2
92;65;3;176;3
92;65;3;176;3
41;61;3;185;2
58;77;3;180;2
94;58;5;190;3
83;53;3;186;4
46;49;2;138;3
46;49;2;138;3
46;49;2;138;3
43;68;3;197;2
61;69;2;164;2
44;55;2;137;3
21;58;5;197;4
93;58;3;215;3
49;48;3;190;2
78;86;4;240;3
75;76;3;171;4
46;46;2;140;3
89;58;3;167;3
82;63;3;246;3
37;69;2;146;3
37;69;2;146;3
72;53;5;244;4
76;66;5;206;2
92;68;4;178;3
92;68;4;178;3
75;62;5;144;3
68;46;4;143;3
35;56;3;144;3
63;57;5;160;2
69;83;4;252;3
69;83;4;252;3
73;69;3;175;2
69;67;4;141;3
83;88;3;223;3
75;59;5;206;2
41;45;2;144;3
41;45;2;144;3
41;45;2;144;3
37;52;2;143;3
37;52;2;143;3
37;52;2;143;3
37;52;2;143;3
56;78;3;200;2
66;92;4;239;3
77;58;4;243;4
51;51;4;204;2
77;61;5;146;3
53;82;3;254;3
48;51;4;152;4
53;69;4;216;2
83;78;4;242;3
31;63;3;150;3
31;63;3;150;3
73;74;5;199;2
51;96;3;192;3
44;65;3;175;2
44;65;3;175;2
49;48;2;186;2
39;53;2;141;3
59;65;5;161;2
24;76;6;213;4
86;77;5;237;3
77;57;3;189;2
65;86;5;250;3
58;77;4;145;3
77;61;4;181;2
71;77;2;255;3
62;74;4;173;2
68;85;3;250;3
74;75;4;169;4
63;89;4;246;3
77;67;3;186;2
45;51;2;138;3
63;65;3;162;2
86;86;4;197;3
56;78;4;193;2
78;63;3;192;2
75;66;5;177;2
89;59;4;230;3
37;53;2;143;3
37;53;2;143;3
62;51;4;208;2
55;63;4;218;2
72;74;3;187;2
62;71;4;168;2
72;71;4;256;3
72;71;4;256;3
85;56;3;159;3
86;53;3;163;3
74;74;2;254;3
64;51;4;207;2
49;83;3;168;4
38;49;2;144;3
82;75;3;161;3
66;76;3;207;2
92;69;4;180;3
86;81;4;179;3
65;66;3;164;2
89;69;4;170;3
56;76;3;207;2
58;88;5;178;4
49;88;4;244;3
49;88;4;244;3
69;93;3;233;3
79;92;3;204;3
23;73;5;197;4
75;79;4;176;4
55;47;3;194;2
76;69;4;253;3
42;46;2;143;3
92;55;4;183;3
86;65;3;161;3
53;62;4;162;2
43;52;2;139;3
72;79;4;154;3
41;47;2;143;3
84;81;4;236;3
84;81;4;236;3
48;92;3;234;3
66;77;4;188;2
66;77;4;188;2
72;95;4;216;3
58;72;4;170;2
65;71;3;170;2
49;92;5;176;3
43;46;2;239;3
73;88;5;233;4
73;88;5;233;4
56;76;4;206;2
61;94;3;224;4
54;72;3;172;2
79;73;5;155;3
76;88;4;206;4
76;88;4;206;4
76;88;4;206;4
83;81;4;209;4
94;67;4;191;3
94;67;4;191;3
61;97;3;199;3
71;57;3;209;2
36;47;2;148;3
36;47;2;148;3
36;47;2;148;3
54;85;4;157;3
51;41;2;164;4
69;82;4;252;3
69;82;4;252;3
75;55;2;184;2
48;86;5;246;3
54;48;6;196;2
48;62;4;210;2
91;63;4;226;3
84;85;4;185;3
55;91;4;187;4
34;49;4;149;3
71;74;3;202;2
52;61;4;163;2
82;89;4;196;3
55;66;3;164;2
91;53;4;212;3
84;53;3;210;4
84;53;3;210;4
94;62;4;191;3
45;53;2;138;3
45;53;2;138;3
45;53;2;138;3
37;52;2;144;3
79;84;4;171;3
73;73;4;194;2
57;72;4;214;2
57;72;4;214;2
66;78;4;256;3
62;67;5;259;3
59;71;5;169;2
37;45;2;149;3
37;45;2;149;3
36;57;2;144;3
58;97;2;216;3
58;72;4;259;3
74;68;3;206;2
69;96;3;210;3
75;93;4;195;3
49;37;4;216;4
76;68;4;189;2
56;81;3;165;4
38;46;2;147;3
86;58;4;211;4
74;66;3;177;2
54;69;4;168;2
57;65;3;163;2
76;51;4;242;3
84;73;5;230;4
56;56;3;162;2
93;62;3;184;3
69;72;4;210;2
69;72;4;210;2
68;73;3;257;3
82;51;3;234;3
85;67;4;228;4
49;77;3;147;3
45;54;2;138;3
93;74;4;201;3
43;51;2;140;3
77;87;3;207;4
52;85;3;250;4
66;68;3;258;3
76;84;4;236;4
36;49;2;147;3
36;49;2;147;3
39;49;2;144;3
39;49;2;144;3
39;49;2;144;3
45;58;3;200;2
59;59;4;216;2
94;69;2;198;3
47;65;4;172;2
87;82;3;224;3
72;67;5;210;2
73;53;3;184;2
45;46;2;142;3
45;46;2;142;3
66;92;3;177;3
83;71;3;234;4
83;71;3;234;4
71;54;3;249;3
38;49;2;145;3
38;49;2;145;3
33;41;2;198;4
33;41;2;198;4
87;84;5;216;3
62;55;4;137;3
83;54;4;189;4
53;67;4;167;2
69;51;3;176;2
76;52;2;148;3
22;65;6;212;4
72;73;3;198;2
68;64;2;167;2
53;68;3;258;3
38;54;2;143;3
38;54;2;143;3
38;54;2;143;3
83;78;5;240;3
36;48;2;148;3
55;76;4;257;3
22;69;3;212;3
94;61;4;199;3
45;54;2;184;2
73;85;5;245;3
85;56;3;199;4
51;93;5;232;3
83;72;4;161;3
64;85;3;250;3
61;59;3;162;2
53;75;4;201;2
45;57;2;138;3
46;73;6;256;4
76;55;4;147;3
75;66;4;202;2
82;67;4;156;3
82;67;4;156;3
53;74;5;181;2
58;77;4;196;2
54;92;4;175;3
56;66;5;216;2
91;61;4;176;3
66;95;3;191;3
46;54;2;138;3
75;59;4;199;2
59;97;3;209;3
39;56;2;142;3
39;56;2;142;3
39;56;2;142;3
65;95;3;190;3
92;54;5;203;3
71;95;6;204;3
55;96;3;194;3
55;96;3;194;3
91;68;4;178;3
44;54;2;139;3
54;61;4;151;4
83;62;4;242;3
71;54;3;201;2
44;46;2;143;3
44;46;2;143;3
44;46;2;143;3
44;57;5;183;2
73;71;4;148;3
74;84;3;239;4
37;47;2;148;3
37;47;2;148;3
37;47;2;148;3
39;57;2;142;3
78;87;4;178;3
64;54;3;166;2
79;91;4;200;3
44;51;2;140;3
44;51;2;140;3
44;51;2;140;3
51;49;4;182;2
81;86;3;231;3
38;47;2;147;3
76;44;4;192;4
66;96;4;216;3
36;52;2;146;3
36;52;2;146;3
36;52;2;146;3
37;46;2;149;3
37;46;2;149;3
37;46;2;149;3
37;46;2;149;3
37;46;2;149;3
64;67;5;167;2
61;77;4;195;2
79;67;4;152;3
32;64;3;151;3
92;75;4;212;3
57;48;2;194;2
57;85;4;250;3
57;85;4;250;3
54;71;5;173;2
53;81;3;253;3
81;78;3;165;3
81;78;3;165;3
59;84;4;251;4
59;84;4;251;4
84;54;4;160;3
88;59;5;230;3
46;45;2;143;3
42;48;2;143;3
42;48;2;143;3
42;48;2;143;3
42;58;2;140;3
25;76;6;182;3
42;52;2;141;3
74;92;4;226;3
56;48;5;192;2
56;48;5;192;2
67;96;4;207;3
56;76;4;189;2
89;78;4;223;3
77;86;5;238;3
77;86;5;238;3
57;76;3;200;2
71;63;3;254;3
76;89;4;181;3
72;56;4;176;2
55;77;3;256;3
75;92;3;192;3
69;61;2;141;3
44;57;2;139;3
21;65;3;183;3
55;71;3;211;2
77;52;4;241;3
71;53;4;196;2
71;53;4;196;2
53;49;4;192;2
77;81;4;164;3
77;81;4;164;3
51;96;4;204;3
82;59;3;155;3
54;75;4;199;2
72;57;3;203;2
73;94;4;213;3
65;76;4;193;2
72;85;3;186;4
46;48;2;141;3
46;48;2;141;3
46;48;2;141;3
92;74;4;213;3
43;51;2;141;3
43;51;2;141;3
43;51;2;141;3
89;69;3;173;3
54;94;5;229;3
49;49;2;245;3
41;52;2;142;3
51;39;3;149;3
85;59;5;236;3
68;68;3;143;3
59;51;3;203;2
71;68;4;208;2
83;53;3;211;4
46;88;5;169;3
66;62;5;214;2
69;53;3;142;3
68;89;3;241;3
51;56;4;168;2
51;56;4;168;2
69;55;3;172;2
69;55;3;172;2
64;71;5;212;2
49;54;4;173;2
51;53;3;201;2
79;76;3;160;3
59;47;3;159;4
59;47;3;159;4
41;47;2;145;3
83;64;3;242;3
74;63;3;180;2
62;77;4;256;3
66;89;3;242;3
51;85;2;248;4
77;71;5;250;3
77;71;5;250;3
73;63;3;205;2
37;54;2;145;3
37;54;2;145;3
37;54;2;145;3
44;53;2;140;3
44;53;2;140;3
44;53;2;140;3
63;93;4;233;3
63;93;4;233;3
85;69;3;194;4
37;45;2;151;3
37;45;2;151;3
37;45;2;151;3
73;79;4;157;3
24;54;6;193;4
54;87;4;163;3
63;91;3;233;4
79;74;2;158;3
37;47;2;149;3
37;47;2;149;3
37;47;2;149;3
37;47;2;149;3
91;59;5;179;3
87;73;3;172;3
43;52;2;141;3
82;51;5;232;3
62;89;5;243;3
54;55;4;252;3
75;93;5;210;3
49;93;4;184;3
78;62;4;150;3
78;62;4;150;3
49;56;5;202;2
36;52;2;147;3
36;52;2;147;3
36;52;2;147;3
75;76;5;175;4
74;68;4;194;2
73;92;6;189;3
73;92;6;189;3
78;58;3;150;3
71;53;3;186;2
53;51;4;174;2
38;52;2;145;3
38;52;2;145;3
38;52;2;145;3
52;66;4;139;3
82;71;3;160;3
68;84;5;161;3
63;49;5;192;2
76;79;3;247;3
76;79;3;247;3
43;47;2;144;3
43;47;2;144;3
43;47;2;144;3
55;64;3;138;3
54;96;3;201;3
37;37;3;168;3
58;75;4;186;2
64;49;5;188;2
54;53;3;203;2
55;79;3;254;3
85;67;4;163;3
55;54;5;168;2
49;52;4;183;2
63;67;5;169;2
72;69;4;147;3
72;67;3;164;4
68;59;3;141;3
43;46;2;145;3
76;57;3;148;3
76;57;3;148;3
23;66;4;212;4
66;56;3;169;2
74;89;4;234;3
85;82;5;184;3
85;59;3;235;3
43;45;2;146;3
65;59;3;167;2
91;76;3;197;3
37;49;2;148;3
37;49;2;148;3
56;75;4;192;2
87;51;4;173;3
85;64;4;162;3
39;36;3;168;3
68;85;3;243;4
63;66;3;256;4
39;49;2;146;3
39;49;2;146;3
82;63;4;232;4
51;58;4;169;2
65;84;4;247;4
67;73;3;203;2
41;48;2;145;3
41;48;2;145;3
41;48;2;145;3
42;47;2;145;3
69;85;5;246;3
93;61;4;205;3
46;57;2;139;3
46;57;2;139;3
46;57;2;139;3
46;57;2;139;3
46;57;2;139;3
46;57;2;139;3
44;48;2;143;3
44;48;2;143;3
44;48;2;143;3
79;72;6;240;4
68;71;4;206;2
82;75;3;230;4
61;72;4;209;2
65;57;3;168;2
44;52;2;141;3
44;52;2;141;3
79;57;4;152;3
56;59;5;254;4
74;92;5;193;3
76;79;3;161;3
92;57;3;191;3
38;51;2;146;3
38;51;2;146;3
38;51;2;146;3
54;95;3;221;3
61;52;4;171;2
49;93;3;226;3
45;45;2;145;3
45;54;2;140;3
45;54;2;140;3
45;54;2;140;3
42;53;2;142;3
42;53;2;142;3
42;53;2;142;3
42;53;2;142;3
73;62;4;247;4
73;62;4;247;4
74;67;4;148;3
83;53;3;232;3
54;52;4;173;2
54;52;4;173;2
66;94;4;190;3
78;84;4;173;3
37;47;2;150;3
73;68;5;190;2
87;49;4;213;3
84;86;3;199;3
84;86;3;199;3
58;62;3;213;2
59;75;4;190;2
66;93;5;185;3
51;87;3;180;4
74;55;5;168;4
66;54;5;203;2
72;85;5;237;4
72;85;5;237;4
38;45;2;151;3
59;62;3;166;2
59;62;3;166;2
83;82;5;179;3
25;69;3;187;4
56;66;3;212;2
53;69;4;257;4
43;48;2;144;3
45;55;2;140;3
45;55;2;140;3
45;55;2;140;3
68;87;3;168;3
59;75;4;194;2
91;74;5;192;3
48;88;3;239;3
36;44;5;155;3
36;44;5;155;3
67;94;2;192;3
72;55;4;145;3
38;55;2;145;3
43;52;2;142;3
52;72;4;186;2
88;59;4;227;3
72;58;3;198;2
59;96;5;211;3
59;96;5;211;3
61;74;5;185;2
69;72;2;190;2
79;88;4;188;3
55;72;3;204;2
29;43;6;175;3
59;71;2;176;2
51;83;5;249;4
51;83;5;249;4
51;83;5;249;4
86;59;4;165;3
22;62;3;180;3
22;62;3;180;3
75;92;3;199;3
89;51;4;185;3
89;51;4;185;3
72;92;3;225;3
86;71;3;235;3
84;74;2;168;3
33;38;4;186;3
71;94;4;209;3
41;51;2;144;3
28;77;3;221;3
75;77;3;178;4
53;83;4;249;3
84;57;4;234;3
48;67;3;183;2
48;67;3;183;2
93;65;5;201;3
57;61;3;167;2
49;63;3;175;2
73;87;3;227;4
56;55;3;250;4
59;62;3;212;2
51;95;4;201;3
89;79;4;212;3
73;88;4;236;3
42;47;4;146;3
87;57;4;227;3
44;55;2;141;3
52;63;3;171;2
37;53;2;147;3
67;89;2;173;3
38;53;2;146;3
38;53;2;146;3
38;53;2;146;3
62;72;2;180;2
48;65;3;199;2
79;84;3;176;3
54;58;3;169;2
42;46;2;147;3
56;59;5;209;2
65;89;4;240;3
69;67;3;178;2
86;65;5;166;3
56;83;5;157;3
44;56;2;141;3
37;47;2;151;3
49;94;4;195;3
73;86;4;196;4
67;55;3;175;2
77;83;5;197;4
43;51;2;143;3
92;69;3;192;3
73;93;3;205;3
73;93;3;205;3
24;64;5;190;4
69;75;3;253;3
69;75;3;253;3
85;69;4;216;4
44;57;2;141;3
43;54;2;142;3
43;54;2;142;3
41;56;2;143;3
41;56;2;143;3
41;56;2;143;3
41;56;2;143;3
67;56;5;174;2
65;48;4;144;3
82;57;2;158;3
82;55;3;217;4
69;66;3;206;2
34;65;2;165;4
75;92;3;211;3
75;92;3;211;3
55;81;5;251;3
48;59;2;179;2
89;79;2;208;3
49;91;5;231;3
42;49;2;145;3
25;65;5;220;3
67;57;2;160;4
55;71;4;181;2
48;63;3;180;2
77;74;6;247;3
83;77;3;171;3
66;67;2;255;3
66;67;2;255;3
66;67;2;255;3
61;92;3;222;4
58;75;4;255;3
25;59;4;218;3
72;63;4;251;3
91;68;3;218;3
46;46;2;145;3
42;54;2;143;3
42;54;2;143;3
42;54;2;143;3
42;54;2;143;3
39;43;3;154;3
61;72;4;182;2
67;82;4;246;4
45;48;2;144;3
45;48;2;144;3
45;48;2;144;3
41;49;2;146;3
41;49;2;146;3
41;49;2;146;3
52;58;3;203;2
64;71;3;181;2
59;61;3;210;2
57;49;3;159;4
43;57;2;142;3
85;83;4;219;3
87;64;2;169;3
36;48;2;152;3
36;48;2;152;3
72;88;3;236;3
42;48;2;146;3
49;67;4;185;2
39;57;2;145;3
39;57;2;145;3
39;57;2;145;3
58;62;3;169;2
84;63;2;162;3
89;67;3;226;3
51;56;4;198;2
51;56;4;198;2
72;87;3;238;3
64;72;3;185;2
38;57;2;146;3
52;53;5;182;2
79;72;5;245;3
37;57;2;147;3
64;69;3;207;2
89;66;4;176;3
72;84;3;167;3
91;72;3;213;3
61;62;4;140;3
65;53;5;142;3
39;53;2;146;3
39;53;2;146;3
37;46;2;153;3
37;46;2;153;3
37;46;2;153;3
65;49;5;238;4
86;83;4;208;3
86;83;4;208;3
88;76;3;223;3
37;47;2;152;3
37;47;2;152;3
37;47;2;152;3
42;56;2;143;3
42;56;2;143;3
34;69;3;155;3
43;53;2;143;3
85;48;4;214;3
71;61;2;198;2
45;46;2;146;3
74;54;3;243;3
59;73;3;195;2
64;87;3;239;4
71;66;5;187;2
71;66;5;187;2
69;48;5;232;4
69;48;5;232;4
71;87;5;173;3
59;51;4;184;2
59;69;4;207;2
41;45;2;150;3
92;68;4;196;3
84;59;3;234;3
64;55;3;201;2
88;65;5;228;3
88;65;5;228;3
